legacy_code,occurred_on,amount,currency,direction,category,label,merchant,project,account,account_raw,card,bill_cycle,installments,cleared,cleared_on,created_at,updated_at
20826,2022-12-15,-24.95,BRL,expense,TRANSPORTE,UBER,,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20827,2022-12-15,-10.0,BRL,expense,LAZER,BEBIDAS,Mamadi,,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20828,2022-12-15,-12.56,BRL,expense,CUIDADOS,REMÉDIOS,,Drogaria Sao Paulo,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20829,2022-12-16,-12.5,BRL,expense,OBRIGAÇÕES,DARF,,NUTRILIS CLINICA,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20830,2022-12-16,-9.9,BRL,expense,TRANSPORTE,UBER,,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20831,2022-12-16,-14.0,BRL,expense,TRANSPORTE,REUNIDAS,Carregador Tiete,S C T De Bagagens Em,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20832,2022-12-16,-72.0,BRL,expense,CUIDADOS,EXAME MÉDICO,Panoramica dentes,Papaiz Santana,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20833,2023-03-07,-90.15,BRL,expense,LAZER,VIAGEM,Roma 2025,,,,,,33/5,1,2023-03-09,2023-03-19 19:44:57,
20834,2022-12-17,1440.0,BRL,income,MORADIA,ALUGUEL,APTO CURITIBA,PROJE 2022,CORRENTE,CORRENTE,,,,1,2022-12-15,2023-03-19 19:44:57,
20835,2022-12-17,-70.0,BRL,expense,LAZER,ENTRADA BALADA,Show Expo Lebon,,,,SANTANDER,,,1,,2023-03-19 19:44:57,
20836,2022-12-17,-55.45,BRL,expense,TRANSPORTE,REUNIDAS,ida lebon formatura,PLANALTO TERMINAL TIETE,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,10/1,1,2023-01-10,2023-03-19 19:44:57,
20837,2022-12-17,-38.87,BRL,expense,VESTUARIO,CALÇA,Chino Bege,,SANTANDER,SANTANDER,RENNER,,5/5,1,2023-01-06,2023-03-19 19:44:57,
20838,2022-12-17,-318.35,BRL,expense,LAR,MAQUINA DE LAVAR,comprei 220,,,,0490,jan/23,12/2,1,2023-01-30,2023-03-19 19:44:57,
20839,2022-12-17,3818.99,BRL,income,LAR,MAQUINA DE LAVAR,comprei 220,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20840,2022-12-17,0.11,BRL,income,LAR,MAQUINA DE LAVAR,comprei 220,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20841,2022-12-17,-10.0,BRL,expense,LAZER,BEBIDAS,chopp,Pag*eduardodoprado,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20842,2022-12-17,-45.0,BRL,expense,ALIMENTAÇÃO,JANTAR,pizas com Camilly,Rodrigo Gaydeczka,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20843,2022-12-17,-5.0,BRL,expense,LAZER,BEBIDAS,coca,Pag*eduardodoprado,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20844,2022-12-17,-28.0,BRL,expense,LAZER,BEBIDAS,????,Espaco V&a Restaurante,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20845,2022-12-17,-90.0,BRL,expense,LAZER,BEBIDAS,festa com Camilly e Lucas,Pag*duducompany,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20846,2022-12-17,-35.0,BRL,expense,LAZER,BEBIDAS,festa com Camilly e Lucas,Pag*eduardodoprado,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20847,2022-12-17,-60.0,BRL,expense,LAZER,BEBIDAS,expo Lebon,American Bubble Waffle,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20848,2022-12-17,-55.44,BRL,expense,TRANSPORTE,REUNIDAS,ida lebon formatura,PLANALTO TERMINAL TIETE,,,MERCADO PAGO,fev/23,10/2,1,2023-02-10,2023-03-19 19:44:57,
20849,2023-03-07,-94.77,BRL,expense,LAZER,VIAGEM,Nova York 2025,,,,,,33/5,1,2023-03-09,2023-03-19 19:44:57,
20850,2025-11-10,-458.61,BRL,expense,MORADIA,APARTAMENTO SP,Parcelamento 36,PROJE 2023,,,,,36/36,0,2025-11-10,2023-03-19 19:44:57,
20851,2023-03-10,-1414.31,BRL,expense,MORADIA,STUDIO SP,,PROJE 2023,CORRENTE,CORRENTE,,,240/26,1,2023-03-10,2023-03-19 19:44:57,
20852,2023-03-10,-380.59,BRL,expense,MORADIA,APARTAMENTO SP,Parcelamento 36,PROJE 2023,SANTANDER,SANTANDER,,,36/4,1,2023-03-10,2023-03-19 19:44:57,
20853,2023-02-01,-40.0,BRL,expense,LAR,PLANTAS,,,SANTANDER,SANTANDER,SANTANDER,fev/23,,1,2023-02-28,2023-03-19 19:44:57,
20854,2023-02-01,-36.0,BRL,expense,VESTUARIO,CUECAS,OQUE É ISSO?,,SANTANDER,SANTANDER,0490,fev/23,4/1,1,2023-02-28,2023-03-19 19:44:57,2023-03-19 23:29:49
20855,2023-02-01,-8.61,BRL,expense,LAR,CESTO DE LIXO,,,SANTANDER,SANTANDER,SANTANDER,fev/23,5/3,1,2023-02-28,2023-03-19 19:44:57,
20856,2022-12-18,-15.56,BRL,expense,LAR,TOMADA,Roteador TP Link,Casa Inteligente,,,,,10/6,1,2022-07-26,2023-03-19 19:44:57,
20857,2022-12-18,19.9,BRL,income,LAR,TOMADA,Hub infra - Devolvido,Casa Inteligente,,,NUBANK,xago22,10/6,1,2022-08-05,2023-03-19 19:44:57,
20858,2022-12-18,-9.92,BRL,expense,LAZER,AMAZON PRIME,Amazon Prime,,SANTANDER,SANTANDER,NUBANK,xago22,12/6,1,2022-08-17,2023-03-19 19:44:57,
20859,2022-12-18,-19.9,BRL,expense,LAR,TOMADA,Hub infra - Devolvido,Casa Inteligente,SANTANDER,SANTANDER,NUBANK,xago22,10/6,1,2022-08-17,2023-03-19 19:44:57,
20860,2022-12-18,-14.73,BRL,expense,LAR,TOMADA,Tomada Inteligente,Casa Inteligente,,,NUBANK,jan/23,6/6,1,2023-01-20,2023-03-19 19:44:57,
20861,2022-12-18,-33.25,BRL,expense,LAR,TOMADA,Alexa,Casa Inteligente,,,NUBANK,jan/23,12/6,1,2023-01-20,2023-03-19 19:44:57,
20862,2022-12-19,-100.0,BRL,expense,QUALIFICAÇÃO,CURSO ACCESS,Curso ML,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20863,2022-12-19,-27.0,BRL,expense,LAZER,HOTEL,Banho Tiete,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20864,2022-12-19,-57.92,BRL,expense,COMUNICAÇÕES,INTERNET,Barra funda,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20865,2022-12-19,-220.0,BRL,expense,CUIDADOS,DENTISTA,Jaran restaurações,,CORRENTE,CORRENTE,,,3/1,1,,2023-03-19 19:44:57,
20866,2022-12-19,-12.69,BRL,expense,LAR,CHALEIRA,Chaleira,,,,NUBANK,jan/23,12/6,1,2023-01-20,2023-03-19 19:44:57,
20867,2022-12-19,-29.93,BRL,expense,LAR,TOMADA,Hub Infra Vermelho,Casa Inteligente,,,NUBANK,jan/23,9/6,1,2023-01-20,2023-03-19 19:44:57,
20868,2022-12-20,-208.4,BRL,expense,COMPRAS,CELULAR,Iphone 11 Angelica,,CORRENTE,CORRENTE,,,12/6,1,2022-07-20,2023-03-19 19:44:57,
20869,2022-12-20,-19.5,BRL,expense,LAR,PARAFUSADEIRA,,Parafusadeira Furadeira Bateria 12v Pli-10 Hammer Bivolt,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,8/1,1,2023-01-10,2023-03-19 19:44:57,
20870,2022-12-20,-79.37,BRL,expense,LAR,GUARDA ROUPA,Colombo,,,,NUBANK,jan/23,10/2,1,2023-01-20,2023-03-19 19:44:57,
20871,2023-02-01,-8.61,BRL,expense,COMPRAS,PRESENTE,lata lixo inox,,SANTANDER,SANTANDER,SANTANDER,fev/23,5/3,1,2023-02-28,2023-03-19 19:44:57,
20872,2022-12-21,-12.24,BRL,expense,VESTUARIO,CUECA,,MERCADOLIVRE*CUECASELI,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,8/1,1,2023-01-10,2023-03-19 19:44:57,
20873,2022-12-21,-476.36,BRL,expense,LAR,GELADEIRA,panasonic,,,,NUBANK,jan/23,10/2,1,2023-01-20,2023-03-19 19:44:57,
20874,2022-12-21,-316.62,BRL,expense,LAR,MAQUINA DE LAVAR,110 volts,,,,0490,jan/23,12/2,1,2023-01-30,2023-03-19 19:44:57,
20875,2022-12-21,-8.0,BRL,expense,ALIMENTAÇÃO,REFRIGERANTE,Rosevelt,Giostri Editor,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20876,2022-12-21,12.24,BRL,income,VESTUARIO,CUECA,,MERCADOLIVRE*CUECASELI,SANTANDER,SANTANDER,MERCADO PAGO,fev/23,8/1,1,2023-02-10,2023-03-19 19:44:57,
20877,2022-12-22,-150.0,BRL,expense,CUIDADOS,MEDICINA ALTERNATIVA,Geilson ultima ano,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20878,2022-12-22,-12.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20879,2022-12-22,-115.0,BRL,expense,CUIDADOS,CORTE DE CABELO,Rafael pelado,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20880,2022-12-22,-31.96,BRL,expense,ALIMENTAÇÃO,MERCADO,,Supermercado Tibagi,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20881,2022-12-22,-6.5,BRL,expense,ALIMENTAÇÃO,LANCHE,,Cafemix,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20882,2022-12-22,-76.0,BRL,expense,ALIMENTAÇÃO,JANTAR,,Pizzaria Papajohnes Ga,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20883,2023-02-01,-108.34,BRL,expense,CUIDADOS,BOTOX,Rodolfo 2 vez,,CORRENTE,CORRENTE,,,6/6,1,2022-08-20,2023-03-19 19:44:57,
20884,2022-12-23,-500.0,BRL,expense,ACADEMIA,PERSONAL TRAIN,Ronaldo 3,,,,,,,1,2022-11-23,2023-03-19 19:44:57,
20885,2022-12-23,-40.28,BRL,expense,LAZER,PASSAGEM AEREA,ida Lebon natal,,,,MERCADO PAGO,xdez22,10/1,1,2022-12-03,2023-03-19 19:44:57,
20886,2022-12-23,-6.0,BRL,expense,ALIMENTAÇÃO,SORVETE,Mc Donalds,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20887,2022-12-23,-40.19,BRL,expense,LAZER,PASSAGEM AEREA,ida Lebon natal,,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,10/2,1,2023-01-10,2023-03-19 19:44:57,
20888,2022-12-23,-31.39,BRL,expense,ALIMENTAÇÃO,LANCHE,,POSTO DELTA,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20889,2022-12-23,-5.73,BRL,expense,LAZER,BOLADOR,,Bolador Raw Grande King Size Original Enrolar Papel 110 Mm,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,8/1,1,2023-01-10,2023-03-19 19:44:57,
20890,2022-12-23,-9.9,BRL,expense,OBRIGAÇÕES,DARF,PROTESTE,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20891,2022-12-23,-45.23,BRL,expense,TRANSPORTE,UBER,Ir congonhas,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20892,2022-12-23,-229.9,BRL,expense,TRANSPORTE,UBER,ir Campinas,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20893,2022-12-23,229.9,BRL,income,TRANSPORTE,UBER,ir Campinas,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20894,2022-12-23,-31.0,BRL,expense,ALIMENTAÇÃO,LANCHE,Campinas brisado,Cpq Brasil Sa,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20895,2022-12-23,-40.19,BRL,expense,LAZER,PASSAGEM AEREA,ida Lebon natal,,,,MERCADO PAGO,fev/23,10/3,1,2023-02-10,2023-03-19 19:44:57,
20896,2023-02-01,-100.0,BRL,expense,RENDIMENTOS,POUPANÇA,Titulo de capitalização,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20897,2023-02-01,-288.96,BRL,expense,MORADIA,CONDOMINIO,,PROJE 2023,SANTANDER,SANTANDER,,,,1,2023-02-06,2023-03-19 19:44:57,
20898,2023-02-01,-135.51,BRL,expense,COMUNICAÇÕES,CLARO,,PROJE 2023,SANTANDER,SANTANDER,,,,1,2023-02-06,2023-03-19 19:44:57,
20899,2023-02-01,-6.66,BRL,expense,LAR,FORMA DE BOLO,Cubos de gelo,,,,MERCADO PAGO,fev/23,5/4,1,2023-02-10,2023-03-19 19:44:57,
20900,2022-10-24,-71.65,BRL,expense,VESTUARIO,BOTAS,Botas salto 42 devolver,,SANTANDER,SANTANDER,NUBANK,fev/23,6/4,1,2023-02-28,2023-03-19 19:44:57,
20901,2023-01-13,-23.0,BRL,expense,LAR,UMIDIFICADOR,,,SANTANDER,SANTANDER,NUBANK,fev/23,8/4,1,2023-02-28,2023-03-19 19:44:57,
20902,2023-01-18,-33.25,BRL,expense,LAR,TOMADA,Alexa,Casa Inteligente,SANTANDER,SANTANDER,NUBANK,fev/23,12/7,1,2023-02-28,2023-03-19 19:44:57,
20903,2022-12-24,-8.03,BRL,expense,COMPRAS,GARRAFA DE AGUA,Garrafa Shoppe,,CORRENTE,CORRENTE,,,10/6,1,2022-07-24,2023-03-19 19:44:57,
20904,2022-12-24,-6.81,BRL,expense,COMPRAS,GARRAFA DE AGUA,Garrafa Shoppe 2,,CORRENTE,CORRENTE,,,10/6,1,2022-09-08,2023-03-19 19:44:57,
20905,2022-12-24,-300.0,BRL,expense,COMPRAS,PRESENTE,Xbox Arthur ficou pelos 3,,,,,,,1,2022-11-21,2023-03-19 19:44:57,
20906,2022-12-24,-12.02,BRL,expense,LAZER,FESTA,Peruca festa fantasia,,,,NUBANK,jan/23,6/3,1,2023-01-20,2023-03-19 19:44:57,
20907,2022-12-24,-7.48,BRL,expense,OBRIGAÇÕES,ANTIVIRUS,Kaspersky,,,,NUBANK,jan/23,6/3,1,2023-01-20,2023-03-19 19:44:57,
20908,2022-12-24,-32.49,BRL,expense,CUIDADOS,REMÉDIOS,Tratamento Procto Nov 22,,,,SANTANDER,jan/23,5/2,1,2023-01-30,2023-03-19 19:44:57,
20909,2022-12-24,-55.7,BRL,expense,LAR,FOGÃO,AirFryer,,,,0490,jan/23,12/2,1,2023-01-30,2023-03-19 19:44:57,
20910,2022-12-25,-18.09,BRL,expense,CUIDADOS,GEL,KY Silicone,,SANTANDER,SANTANDER,CREDITS,jan/23,5/2,1,2023-01-06,2023-03-19 19:44:57,
20911,2022-12-25,-44.99,BRL,expense,LAR,CHUVEIRO,barra funda,,,,0490,jan/23,2/2,1,2023-01-30,2023-03-19 19:44:57,
20912,2022-12-26,-12.4,BRL,expense,COMPRAS,TARIFA CARTAO,Cesta apto Barra Funda,,CORRENTE,CORRENTE,,,,1,2022-12-25,2023-03-19 19:44:57,
20913,2022-12-26,-250.0,BRL,expense,CUIDADOS,MEDICINA ALTERNATIVA,Revolucao Solar,ronaldo,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20914,2022-12-26,-20.54,BRL,expense,TRANSPORTE,REUNIDAS,ir Floripa,,,,0490,jan/23,11/1,1,2023-01-30,2023-03-19 19:44:57,
20915,2022-12-26,-43.0,BRL,expense,ALIMENTAÇÃO,JANTAR,hot dog Vanessa Laura,Vanderlei Antonio Cra,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20916,2022-12-26,-19.55,BRL,expense,ALIMENTAÇÃO,LANCHE,,Gran Sabor,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20917,2022-12-27,-618.52,BRL,expense,LAZER,HOTEL,Airbnb 27-30,,SANTANDER,SANTANDER,NUBANK,xdez22,,1,2022-12-19,2023-03-19 19:44:57,
20918,2022-12-27,-54.84,BRL,expense,ALIMENTAÇÃO,MERCADO,,SACOLAO FORTALEZA,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20919,2022-12-27,-7.0,BRL,expense,ALIMENTAÇÃO,AGUA MINERAL,agua,Churrascaria Galpao Ga,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20920,2022-12-27,-46.04,BRL,expense,ALIMENTAÇÃO,MERCADO,,Pag*merxsupermercado,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20921,2022-12-27,-65.28,BRL,expense,ALIMENTAÇÃO,MERCADO,,Pag*ppfpolisjeronimo,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20922,2022-12-27,-20.0,BRL,expense,LAZER,BEBIDAS,,Luiz Carlos Vieira Me,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20923,2022-12-27,-12.0,BRL,expense,LAZER,BEBIDAS,,Silvio Laureano,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20924,2022-12-27,-39.0,BRL,expense,LAZER,BEBIDAS,,Pg *Ton Bitens Burgu,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20925,2022-12-28,47.0,BRL,income,ALIMENTAÇÃO,PIZA,gauchos Felipe e Mateus,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20926,2022-12-28,-15.0,BRL,expense,ALIMENTAÇÃO,LANCHE,sanduiche praia,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20927,2022-12-28,-5.0,BRL,expense,MORADIA,AGUA,sanduiche praia,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20928,2022-12-28,-105.22,BRL,expense,LAR,LENÇOL,,,CORRENTE,CORRENTE,HAVAN,,5/2,1,2023-01-12,2023-03-19 19:44:57,
20929,2022-12-28,-95.0,BRL,expense,ALIMENTAÇÃO,PIZA,gauchos Felipe e Mateus,,SANTANDER,SANTANDER,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20930,2022-12-28,-66.0,BRL,expense,QUALIFICAÇÃO,TESTE IELTS,teste certificacao,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20931,2022-12-28,-19.9,BRL,expense,TRANSPORTE,UBER,praia mole,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20932,2022-12-29,300.0,BRL,income,LAZER,HOTEL,Emprestado Carol X_X,,CORRENTE,CORRENTE,,,,1,2022-11-21,2023-03-19 19:44:57,
20933,2022-12-29,-550.0,BRL,expense,CUIDADOS,MEDICINA ALTERNATIVA,Terapeuta Sexual,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20934,2022-12-29,-20.0,BRL,expense,TRANSPORTE,UBER,Voltar madrugada,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20935,2022-12-29,-13.99,BRL,expense,ALIMENTAÇÃO,AGUA MINERAL,,POSTO GALO,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20936,2022-12-29,-50.0,BRL,expense,LAZER,ENTRADA BALADA,,LUIZ CARLOS VIEIR,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20937,2022-12-29,-4.99,BRL,expense,ALIMENTAÇÃO,AGUA MINERAL,,POSTO GALO,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20938,2022-12-29,-44.0,BRL,expense,LAZER,ADITIVOS,,MP*JOB,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20939,2022-12-29,-6.0,BRL,expense,ALIMENTAÇÃO,AGUA MINERAL,,POSTO GALO,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20940,2022-12-29,-1.0,BRL,expense,LAZER,ENTRADA BALADA,,LUIZ CARLOS VIEIR,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,,1,2023-01-10,2023-03-19 19:44:57,
20941,2023-01-18,-143.2,BRL,expense,LAR,JOGO DE CAMA,Compras Studio VestCasa,,SANTANDER,SANTANDER,NUBANK,fev/23,,1,2023-02-28,2023-03-19 19:44:57,
20942,2023-01-18,-62.5,BRL,expense,LAR,JOGO DE CAMA,Compras Studo Havan,,SANTANDER,SANTANDER,NUBANK,fev/23,5/1,1,2023-02-28,2023-03-19 19:44:57,
20943,2022-12-30,-312.5,BRL,expense,CUIDADOS,OCULOS,1 armação e 2 lentes Zein,,SANTANDER,SANTANDER,,,12/8,1,2022-05-30,2023-03-19 19:44:57,
20944,2022-12-30,2187.5,BRL,income,RENDIMENTOS,13 º SALÁRIO,13 salario,PROJE 2022,,,,,,1,2022-12-13,2023-03-19 19:44:57,
20945,2022-12-30,-452.81,BRL,expense,RENDIMENTOS,INSS,13 salario,PROJE 2022,,,,,,1,2022-12-13,2023-03-19 19:44:57,
20946,2022-12-30,-253.02,BRL,expense,RENDIMENTOS,IRRF,13 salario,PROJE 2022,,,,,,1,2022-12-13,2023-03-19 19:44:57,
20947,2022-12-30,-828.38,BRL,expense,RENDIMENTOS,INSS,MELI,PROJE 2022,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20948,2022-12-30,-1790.34,BRL,expense,RENDIMENTOS,IRRF,MELI,PROJE 2022,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20949,2022-12-30,6300.0,BRL,income,RENDIMENTOS,SALÁRIO,MELI,PROJE 2022,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20950,2022-12-30,-122.9,BRL,expense,RENDIMENTOS,VALE ALIMENTAÇÃO,MELI,PROJE 2022,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20951,2022-12-30,200.0,BRL,income,RENDIMENTOS,SALÁRIO,MELI,,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20952,2022-12-30,-63.3,BRL,expense,RENDIMENTOS,ASSISTENCIA MEDICA,MELI,,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20953,2022-12-30,-32.77,BRL,expense,RENDIMENTOS,ASSISTENCIA ODONTOLOGICA,MELI,,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20954,2022-12-30,-186.83,BRL,expense,ESPORTE,ACADEMIA,MELI,,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20955,2022-12-30,-73.37,BRL,expense,CUIDADOS,REMÉDIOS,MELI,,,,,,,1,2022-12-29,2023-03-19 19:44:57,
20956,2022-12-30,-26.0,BRL,expense,LAZER,BEBIDAS,,Luiz Carlos Vieira Me,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20957,2022-12-30,-52.0,BRL,expense,LAZER,BEBIDAS,,Luiz Carlos Vieira Me,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20958,2022-12-30,-53.0,BRL,expense,LAZER,ADITIVOS,Gi,Mp *Job,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20959,2022-12-30,-44.0,BRL,expense,LAZER,ADITIVOS,bala,Mp *Pimentel,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20960,2022-12-30,-100.0,BRL,expense,LAZER,ENTRADA BALADA,,Luiz Carlos Vieira Me,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20961,2022-12-30,-10.0,BRL,expense,LAZER,BEBIDAS,,Luiz Carlos Vieira Me,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20962,2022-12-30,32.97,BRL,income,LAZER,BEBIDAS,,Cashback Esfera - 174890,,,SANTANDER,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20963,2022-12-30,-50.0,BRL,expense,COMUNICAÇÕES,VIVO,Veek,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20964,2022-12-30,-33.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,em Floripa> confirmar,MP*JOB,,,MERCADO PAGO,fev/23,,1,2023-02-10,2023-03-19 19:44:57,
20965,2022-12-31,-1521.65,BRL,expense,LAZER,HOTEL,Hospedagem Floripa,,,,NUBANK,xnov22,,1,2022-11-15,2023-03-19 19:44:57,
20966,2022-12-31,1521.65,BRL,income,LAZER,HOTEL,Hospedagem Floripa,,SANTANDER,SANTANDER,NUBANK,xdez22,,1,2022-12-19,2023-03-19 19:44:57,
20967,2023-01-01,-108.34,BRL,expense,CUIDADOS,BOTOX,Rodolfo 2 vez,,CORRENTE,CORRENTE,,,6/5,1,2022-08-20,2023-03-19 19:44:57,
20968,2023-01-01,-152.0,BRL,expense,CUIDADOS,REMÉDIOS PSQUIATRA,,,SANTANDER,SANTANDER,,,,1,2022-11-23,2023-03-19 19:44:57,
20969,2023-01-01,942.0,BRL,income,LAZER,HOTEL,Hospedagem Tomas,,SANTANDER,SANTANDER,,,,1,2022-12-12,2023-03-19 19:44:57,
20970,2023-01-01,-100.0,BRL,expense,RENDIMENTOS,POUPANÇA,Titulo de capitalização,,SANTANDER,SANTANDER,,,,1,,2023-03-19 19:44:57,
20971,2023-01-01,-103.71,BRL,expense,TRANSPORTE,CPTM,,,,,CREDITS,jan/23,2/1,1,2023-01-06,2023-03-19 19:44:57,
20972,2023-01-01,-6.66,BRL,expense,LAR,FORMA DE BOLO,Cubos de gelo,,SANTANDER,SANTANDER,MERCADO PAGO,jan/23,5/3,1,2023-01-10,2023-03-19 19:44:57,
20973,2023-01-01,-132.81,BRL,expense,COMUNICAÇÕES,CLARO,Studio,PROJE 2023,SANTANDER,SANTANDER,,,,1,2023-01-06,2023-03-19 19:44:57,
20974,2023-01-01,-289.27,BRL,expense,MORADIA,CONDOMINIO,Studio,PROJE 2023,SANTANDER,SANTANDER,,,,1,2023-01-06,2023-03-19 19:44:57,
20975,2023-01-01,-42.51,BRL,expense,COMPRAS,COMPUTADOR,Suporte GPU Kabum,,,,NUBANK,jan/23,10/3,1,2023-01-20,2023-03-19 19:44:57,
20976,2023-01-01,-54.2,BRL,expense,COMPRAS,COMPUTADOR,Suporet GPU Aliexpress,,,,NUBANK,jan/23,4/3,1,2023-01-20,2023-03-19 19:44:57,
20977,2023-01-01,-8.61,BRL,expense,LAR,CESTO DE LIXO,,,,,SANTANDER,jan/23,5/2,1,2023-01-30,2023-03-19 19:44:57,
20978,2023-01-01,-1855.54,BRL,expense,LAZER,HOTEL,Hospedagem Floripa,,,,0490,jan/23,,1,2023-01-30,2023-03-19 19:44:57,
20979,2023-01-01,-8.61,BRL,expense,COMPRAS,PRESENTE,lata lixo inox,,,,SANTANDER,jan/23,5/2,1,2023-01-30,2023-03-19 19:44:57,
20980,2023-01-19,-12.69,BRL,expense,LAR,CHALEIRA,Chaleira,,SANTANDER,SANTANDER,NUBANK,fev/23,12/7,1,2023-02-28,2023-03-19 19:44:57,
